entity_id,uid
90876,656
90876,3387366
90881,1166
90881,1846
90896,26
90896,656
90911,1846
90916,1166
90916,1846
90976,1076
90976,3381191
91021,1781
91021,3387211
91031,336
91031,761
91031,771
91031,3387511
91051,3316071
91071,606
91071,3316071
91086,3316071
91116,3316071
91131,606
91131,3316071
91146,3316071
91156,606
91156,1076
91156,3321246
91156,3323656
91156,3339276
91156,3381191
91156,3387456
91166,3316071
91171,511
91171,1076
91171,1156
91171,3316421
91171,3321246
91171,3323731
91171,3339276
91171,3381191
91181,3316071
91191,3316071
91196,3316071
91196,3317776
91196,3324061
91206,606
91206,3325561
91221,1076
91221,3339276
91231,1076
91231,3323731
91231,3339276
91231,3387411
91251,1076
91251,3387411
91261,1076
91261,3323731
91271,1076
91271,3321246
91271,3381191
91281,3316071
91311,1036
91386,3316071
91421,711
91421,3336366
91426,761
91426,771
91426,3371396
91441,3316071
91446,3316071
91451,3316071
91456,3316071
91466,3316071
91471,3316071
91491,3316071
91496,3316071
91501,3316071
91506,606
91506,3325561
91511,3316071
91516,3316071
91526,3316071
91531,3316071
91536,3316071
91546,1281
91546,3316211
91546,3316436
91556,511
91556,606
91556,1076
91556,3321246
91556,3322161
91556,3323731
91581,3316211
91581,3316436
91586,1036
91601,81
91601,3314546
91606,1156
91606,2131
91606,3323666
91611,81
91611,3314541
91611,3323866
91621,1076
91621,3339276
91631,3316071
91631,3317776
91651,1351
91651,1356
91686,506
91686,756
91686,881
91711,3316071
91716,3316071
91756,3332741
91836,966
91836,996
91836,1176
91836,3323866
91836,3361286
91836,3387836
91836,3387981
91911,26
91911,1306
91911,1406
91911,2176
91961,606
91961,3316071
91971,606
91971,3316071
91981,606
91981,3316071
91986,606
91986,3316071
91991,1036
92001,706
92001,2216
92001,3314441
92001,3388456
92016,576
92016,721
92016,3358751
92026,641
92026,1066
92026,3315301
92026,3315306
92026,3320751
92051,706
92051,2216
92051,2291
92051,3388456
92106,446
92106,806
92111,1626
92111,1741
92111,3323671
92111,3374296
92136,1781
92146,1781
92146,3387211
92161,1406
92176,706
92176,2216
92176,3314441
92176,3323696
92176,3323701
92181,951
92181,3323866
92181,3387701
92201,491
92201,1066
92201,3317191
92211,491
92211,1066
92211,3317191
92221,711
92221,1566
92221,3336366
92221,3358266
92236,491
92236,3317191
92306,81
92306,2161
92306,3314541
92306,3387301
92316,1781
92316,3387211
92321,491
92326,81
92326,2161
92326,3314541
92326,3387301
92341,3316071
92381,336
92381,761
92381,771
92381,1081
92381,3321246
92381,3387521
92381,3388241
92396,3316071
92396,3317776
92396,3324071
92401,81
92401,2161
92401,3314541
92401,3387301
92411,3316971
92411,3387176
92416,3316071
92416,3324071
92421,81
92421,2161
92421,3314541
92421,3387301
92426,3316071
92426,3324071
92436,81
92436,2161
92436,3314541
92436,3387301
92446,3316071
92446,3324071
92451,3322161
92456,3316071
92456,3317776
92456,3324071
92486,606
92486,3325561
92496,996
92496,1176
92496,1501
92496,3323866
92501,81
92501,2161
92501,3314541
92501,3387301
92551,606
92576,711
92576,1566
92576,3336366
92581,711
92581,3336366
92616,861
92616,976
92636,81
92636,2161
92636,3314541
92636,3387301
92666,1146
92666,3386296
92671,1021
92671,1036
92671,1686
92671,3348396
92701,1521
92736,1626
92736,1631
92736,3323636
92736,3323671
92736,3342641
92736,3374296
92781,606
92786,2071
92786,2131
92796,81
92796,2161
92796,3314546
92796,3317861
92821,1626
92821,1741
92821,3374296
92831,846
92831,1781
92836,846
92836,1781
92841,846
92841,1781
92846,846
92846,1781
92856,846
92856,1781
92861,846
92861,1781
92866,846
92866,1781
92881,846
92881,1781
92891,846
92891,1781
92901,846
92901,1781
92906,846
92906,1781
92946,846
92946,1781
92951,846
92951,1781
92951,3387211
92961,846
92961,1781
92971,846
92971,1781
92976,846
92976,1781
92981,846
92981,1781
92986,846
92986,1781
92991,846
92991,1781
92996,846
92996,1781
93001,846
93001,1781
93011,846
93011,1781
93021,846
93021,1781
93031,846
93031,1781
93036,846
93036,1781
93141,1781
93146,1781
93146,3387211
93151,491
93151,1781
93156,1781
93161,1781
93171,1781
93186,1781
93206,1036
93206,1281
93211,1781
93211,3387211
93216,1781
93221,1781
93221,3387211
93226,576
93226,1066
93226,1231
93231,641
93231,1066
93231,3315306
93231,3387306
93246,641
93246,3315306
93246,3323881
93261,81
93261,3317536
93261,3321061
93261,3321066
93266,81
93266,3317536
93266,3319886
93266,3321061
93266,3347396
93281,81
93281,3317536
93281,3319886
93281,3321061
93281,3321066
93281,3347396
93286,641
93286,3315306
93291,81
93291,3317536
93291,3319886
93291,3321061
93291,3347396
93311,81
93311,3317536
93311,3319886
93311,3321061
93311,3321066
93321,81
93321,3317536
93321,3319886
93321,3321061
93321,3347396
93341,1801
93391,1521
93431,81
93431,3317536
93431,3319886
93431,3321061
93431,3321066
93556,81
93556,3317536
93556,3319886
93556,3321061
93576,81
93576,3317536
93576,3319886
93576,3321061
93576,3321066
93576,3347396
93581,81
93581,3317536
93581,3319886
93581,3321061
93581,3347396
93601,3320456
93616,26
93616,481
93616,571
93616,1321
93616,1786
93616,3315476
93616,3324201
93616,3375106
93631,1776
93631,3323181
93646,641
93646,3315306
93651,81
93651,3314546
93651,3317536
93651,3319886
93651,3321061
93651,3321066
93651,3347396
93656,81
93656,3317536
93656,3319886
93656,3321061
93661,1521
93666,491
93666,1066
93666,3317191
93681,3317431
93681,3386296
93711,506
93711,756
93711,881
93721,26
93721,1306
93761,81
93761,3314546
93761,3317536
93761,3319886
93761,3321061
93761,3321066
93761,3322621
93761,3347396
93766,506
93766,756
93766,881
93771,506
93771,756
93771,881
93776,81
93776,3317536
93776,3319886
93776,3321061
93776,3347396
93786,756
93841,861
93841,976
93846,711
93846,1566
93846,3336366
93876,1166
93881,446
93881,806
93881,3315596
93936,1166
93951,1781
93956,1781
93961,1231
93961,3386296
94086,1231
94086,1236
94086,3386296
94096,1176
94096,3323866
94106,366
94106,1136
94106,1141
94131,491
94131,1681
94131,3324681
94141,491
94141,1066
94141,3317191
94146,1486
94146,3315476
94146,3317871
94151,1041
94151,1051
94151,1066
94151,3321211
94151,3388386
94161,491
94161,1066
94161,3317191
94191,721
94191,3358751
94276,1306
94306,761
94306,771
94306,1106
94306,3371396
94306,3378216
94306,3378226
94306,3383226
94306,3387511
94306,3387906
94326,476
94326,3386296
94341,1306
94366,446
94366,806
94371,1306
94411,446
94411,806
94411,3315596
94426,1526
94446,446
94446,806
94586,346
94586,3316726
94586,3347731
94621,3317871
94621,3373276
94621,3386261
94681,1006
94681,1216
94681,1506
94681,3387856
94686,1781
94691,1781
94691,3387211
94696,1781
94696,3387211
94811,1156
94811,1166
94811,1551
94811,3323666
94811,3387886
94826,1486
94826,3317871
94826,3373276
94856,2131
94856,3323666
94896,1156
94896,1551
94896,3323666
94926,1156
94926,1551
94926,3323666
94926,3387886
94931,1551
94931,2131
94931,3323666
94936,1486
94936,3317871
94936,3373276
94936,3386261
94976,446
94976,806
94991,2281
94991,3323866
94991,3325561
95006,1166
95021,1156
95021,2131
95021,3323666
95036,446
95036,806
95081,1
95081,446
95081,806
95101,1781
95101,3387211
95121,1166
95126,26
95126,691
95126,821
95126,2111
95126,3366391
95141,1781
95141,3387211
95166,446
95166,806
95236,446
95236,806
95251,1156
95251,1551
95251,3323666
95251,3387886
95261,1306
95261,1406
95291,1156
95291,1166
95291,1551
95291,3323666
95291,3387886
95316,446
95316,806
95331,871
95396,671
95431,1661
95446,1156
95446,1551
95446,1846
95446,2131
95446,3323666
95446,3387886
95466,656
95466,1156
95466,1166
95466,1551
95466,3323666
95466,3387886
95476,2171
95476,3323866
95486,1156
95486,1466
95486,3354291
95516,491
95516,1066
95516,1456
95516,1681
95516,3322656
95516,3324116
95516,3369671
95621,2171
95656,2171
95656,3323866
95691,1156
95691,1551
95691,2131
95691,3323666
95721,656
95721,1166
95721,1551
95721,1846
95721,3323666
95721,3387886
95766,2216
95766,3323701
95781,1156
95781,1551
95781,3323666
95781,3387886
95801,1156
95801,1166
95801,1551
95801,3387886
95821,1111
95821,1161
95821,1326
95826,1551
95826,2131
95826,3323666
95851,2071
95891,636
95891,936
95891,1626
95891,3323671
95891,3374296
95896,2071
95911,576
95911,1231
95911,3314741
95911,3386296
95936,2131
95936,3323666
95951,671
95961,1156
95961,1551
95961,3323666
95986,1156
95986,1166
95986,1551
95986,3323666
95986,3387886
96026,671
96041,1
96041,836
96041,3325561
96041,3328721
96316,81
96316,3317531
96316,3322621
96326,1781
96341,1781
96496,576
96496,3317431
96496,3319861
96496,3386296
96511,1166
96521,1066
96531,1081
96536,1066
96536,1456
96536,3387411
96551,491
96551,1066
96551,1766
96551,3317191
96551,3322656
96591,81
96591,3317521
96591,3321111
96636,656
96636,1166
96636,1551
96636,2131
96636,3323666
96651,1166
96651,2131
96651,3323666
96671,26
96671,1306
96671,1596
96671,2176
96681,2281
96681,3323866
96831,3316071
96831,3316966
96846,1161
96846,1326
96856,636
96856,936
96856,1741
96866,1161
96866,1326
96891,1161
96891,1326
96896,1161
96896,1326
96901,1161
96901,1326
96906,1406
96906,1596
96906,2176
96991,1161
96991,1326
97001,446
97001,806
97001,3315596
97006,81
97006,3314541
97006,3314546
97006,3317521
97006,3321111
97011,1161
97011,1326
97051,1161
97051,1326
97071,1161
97071,1326
97081,1161
97081,1326
97101,1161
97101,1326
97111,1161
97111,1326
97176,1161
97176,1326
97181,1161
97181,1326
97191,1161
97191,1326
97196,1161
97196,1326
97201,1161
97201,1326
97286,26
97286,1306
97286,1596
97286,2176
97286,2201
97286,3386296
97291,26
97291,861
97291,976
97296,491
97296,496
97296,1066
97296,1456
97311,446
97311,806
97321,3320456
97346,1021
97346,1036
97371,476
97371,3386296
97376,1021
97376,1036
97421,1021
97421,1036
97451,476
97451,3386296
97451,3388476
97466,81
97466,3314541
97466,3314546
97491,1351
97491,1356
97491,3315156
97516,1066
97541,366
97541,1136
97556,366
97556,1136
97581,871
97581,1066
97601,1066
97601,2101
97621,2131
97621,3316116
97621,3323666
97626,671
97801,846
97801,1781
97816,861
97816,976
97821,846
97821,1781
97836,536
97836,846
97836,1781
97851,846
97851,1781
97866,846
97866,1781
97916,846
97916,1781
97946,1486
97946,3317871
97946,3373276
97956,81
97956,3314541
97956,3314546
97971,861
97971,976
97976,81
97976,3314541
97976,3314546
97976,3317521
98051,1356
98051,3320636
98166,1006
98166,1066
98166,3316421
98166,3323676
98166,3323881
98221,446
98221,806
98246,1261
98246,2061
98246,3339241
98356,26
98356,1306
98356,1406
98356,1596
98356,2176
98406,871
98431,476
98431,3386296
98446,671
98446,3323706
98456,1746
98496,3320826
98511,871
98521,81
98521,3314546
98601,1111
98601,3315476
98701,491
98731,3314521
98746,2131
98861,1261
98861,2061
98861,3320921
98861,3321006
98861,3323866
98861,3338951
98861,3339241
98901,1521
98946,3314521
98966,81
98966,3314546
98991,3320826
99006,1111
99006,3315476
99011,1521
99026,1521
99061,3320826
99066,636
99066,936
99066,1741
99066,3374296
99091,1521
99106,3320826
99106,3387716
99136,491
99211,1281
99211,3316436
99211,3337426
99241,636
99241,936
99241,1741
99241,2096
99246,3314521
99261,491
99281,3316366
99306,871
99321,2171
99321,3316366
99321,3323866
99376,1781
99376,3387211
99381,656
99381,1156
99381,1166
99381,1551
99381,1846
99381,2131
99381,3323666
99381,3387411
99381,3387886
99446,1781
99446,3387211
99481,81
99481,3314541
99481,3314546
99481,3317531
99481,3322621
99501,81
99501,3314546
99501,3317531
99786,3316071
99806,1156
99806,1166
99806,1551
99831,3316436
99831,3337426
99836,1521
99841,1521
99851,1521
99871,1521
99881,3320826
99936,1076
99936,3314521
99936,3321246
99936,3323656
99951,3320826
99951,3387716
99966,1781
99966,3387211
99996,1521
100001,1521
100026,3320826
100026,3387716
100036,1351
100036,1356
100036,3315156
100041,1521
100066,1521
100086,1521
100096,1521
100101,26
100101,1156
100101,3315476
100101,3320826
100101,3387201
100101,3387716
100116,1521
100141,2176
100156,961
100156,2251
100156,3314906
100156,3323646
100156,3387106
100206,606
100241,1596
100261,446
100261,806
100266,3317531
100266,3322621
100326,446
100326,806
100446,1521
100471,1521
100481,81
100481,3314546
100481,3317531
100481,3388296
100491,1066
100491,1341
100491,3321861
100491,3368586
100496,1521
100541,1521
100626,81
100626,3314541
100676,1116
100766,1626
100766,1631
100766,3323626
100766,3323671
100766,3357641
100786,1626
100786,1631
100786,3323626
100786,3323641
100786,3323671
100786,3357606
100786,3357641
100786,3374296
100786,3387121
100786,3387441
100916,3318136
101121,81
101121,3314546
101121,3317531
101121,3388296
101136,81
101136,3317531
101136,3322621
101401,1076
101401,3321696
101401,3381191
101406,1076
101406,3321696
101421,1076
101421,3321696
101431,1076
101431,3321696
101436,1076
101436,3321696
101441,1076
101441,3321696
101446,1076
101446,3321696
101456,1076
101456,3321696
101476,1076
101476,3321696
101481,1076
101481,3321246
101481,3381191
101486,511
101486,1076
101491,1076
101491,3321246
101496,1076
101496,3381191
101501,511
101501,526
101501,1076
101501,3321246
101501,3381191
101501,3387671
101506,1076
101506,3321246
101506,3381191
101511,1076
101511,3321246
101511,3381191
101526,1076
101526,3381146
101526,3381191
101526,3388226
101576,1231
101581,1066
101581,1231
101676,761
101676,771
101676,3378216
101676,3383176
101806,1066
101846,656
101846,1156
101846,1166
101846,1551
101846,1846
101846,2131
101846,3316116
101846,3323666
101871,3320826
101871,3387716
101926,1801
101926,2026
101931,1231
101931,3314766
101941,26
101941,3320826
101941,3387716
101946,1801
101946,2026
101951,641
101951,3315306
101966,1066
101966,3353871
101966,3353891
101966,3355866
101971,641
101971,3315301
101971,3315306
101971,3323881
101976,1066
101976,3353871
101976,3353891
101976,3388041
101986,641
101986,3315306
101991,3320826
102021,1801
102021,2026
102021,3324166
102031,3320826
102036,366
102036,1801
102036,2026
102041,3317531
102041,3320541
102051,67
102051,3316836
102076,641
102076,3315306
102086,761
102086,771
102086,1106
102086,3378356
102086,3387511
102096,366
102096,1801
102096,2026
102101,491
102121,1801
102121,2026
102146,1801
102146,2026
102246,871
102246,1066
102316,641
102316,3315306
102461,446
102461,806
102481,1231
102481,3314766
102736,491
102736,1066
102736,3317191
102896,491
102896,1066
102896,3317191
102916,1
102916,836
102916,3323651
102916,3325561
102916,3328711
102916,3328721
102926,1066
102926,1231
102926,3314766
102986,446
102986,806
103001,491
103001,3317191
103046,1076
103046,3321246
103071,491
103071,1066
103071,3317191
103071,3324116
103071,3369671
103241,1056
103256,1296
103256,1976
103541,1231
103541,3314766
103631,1231
103631,3314766
103686,1231
103686,3314766
103736,1066
103736,1231
103736,3314766
103991,1231
104051,1466
104051,3354291
104131,491
104131,1066
104131,3317191
104131,3324116
104131,3369671
104136,491
104136,1066
104136,1681
104136,3317191
104136,3324116
104161,491
104181,491
104181,1206
104221,491
104226,656
104226,1156
104226,2131
104226,3323666
104241,491
104316,1231
104316,3386296
104331,491
104331,1066
104331,3317191
104341,1056
104366,1626
104366,1631
104366,1741
104366,3322276
104366,3328841
104366,3374296
104371,491
104371,2101
104411,1231
104411,3314766
104426,756
104426,881
104466,756
104466,881
104486,761
104486,771
104486,3378216
104486,3378226
104486,3378356
104486,3387196
104486,3387236
104486,3387511
104501,1626
104501,1631
104501,1741
104551,486
104551,3387701
104581,26
104581,471
104581,1306
104581,1406
104581,2176
104581,3320636
104601,481
104601,1321
104621,1306
104621,1406
104621,1596
104621,2176
104621,3320636
104751,1056
104751,3332001
104796,81
104796,3314541
104796,3314546
104796,3317531
104796,3320541
104796,3388296
104806,761
104806,771
104841,491
104916,331
104926,1
104926,1781
105011,1781
105011,3387211
105056,331
105056,1781
105076,1781
105076,3387211
105096,591
105096,1281
105096,3321016
105096,3345376
105101,1056
105121,846
105121,1781
105121,3387211
105126,1781
105126,3387211
105166,846
105166,1781
105166,3387211
105171,846
105171,1781
105171,3387211
105176,846
105176,1781
105186,761
105186,771
105186,3371396
105186,3378216
105186,3378226
105186,3378356
105186,3387196
105186,3387511
105206,1006
105206,1506
105206,1766
105211,771
105211,3323651
105211,3387511
105241,1076
105241,3321246
105241,3381191
105241,3388226
105266,1076
105266,3381191
105266,3388226
105316,656
105316,1156
105316,2131
105316,3316116
105316,3323666
105361,446
105361,806
105396,446
105396,806
105396,3315596
105406,761
105406,771
105446,446
105446,806
105466,761
105466,771
105486,3315306
105501,761
105501,771
105501,1106
105501,3387201
105501,3387511
105521,771
105521,3387511
105541,771
105546,771
105561,331
105561,2271
105606,761
105606,771
105606,3387511
105656,761
105656,771
105656,3387511
105671,761
105671,771
105671,3387511
105706,761
105706,771
105706,3387511
105731,761
105731,771
105731,3387511
105771,1631
105771,1741
105771,3322276
105771,3323671
105811,1626
105811,1631
105811,1741
105811,3322276
105816,1626
105816,1741
105816,3357606
105836,771
105846,26
105846,1306
105846,1406
105846,2176
105846,2201
106076,761
106076,771
106076,1106
106076,3371396
106076,3378216
106076,3387196
106111,1006
106111,1216
106111,1506
106216,1166
106216,1466
106216,3321131
106356,466
106356,676
106356,3374881
106421,761
106421,771
106421,1106
106421,3378216
106421,3387196
106421,3387511
106421,3387951
106436,961
106436,2251
106436,3387106
106451,671
106471,1776
106591,591
106591,1281
106591,3321016
106781,81
106781,661
106781,3314546
106781,3341006
106801,711
106801,1566
106801,3336366
106821,481
106821,571
106821,1321
106821,3324201
107031,26
107031,1161
107031,1376
107031,1831
107031,3316206
107126,761
107126,771
107146,761
107146,771
107146,3371396
107146,3387511
107161,1076
107161,3388226
107181,1076
107181,3321246
107181,3381191
107181,3387456
107181,3388226
107206,1076
107206,3321246
107206,3381191
107216,446
107216,806
107221,446
107221,806
107381,1076
107381,2111
107381,3321246
107411,366
107411,3316051
107411,3323711
107416,576
107416,3317431
107481,671
107491,336
107491,771
107491,3321611
107506,336
107506,3321611
107546,366
107546,3316051
107546,3323711
107551,1231
107551,3352861
107551,3386296
107556,366
107556,3316051
107556,3323711
107586,1626
107586,1631
107586,1741
107586,3322276
107606,671
107616,591
107616,1281
107616,3321016
107666,821
107671,491
107671,871
107671,1066
107671,1456
107681,2281
107681,3323866
107696,446
107696,806
107696,3315596
107996,1306
107996,1406
107996,1596
107996,2176
107996,3320636
108046,3316211
108046,3316436
108081,81
108081,3314541
108081,3314546
108116,1306
108116,1406
108116,1596
108116,2176
108126,446
108126,806
108181,591
108181,1281
108181,1286
108181,3321016
108221,1156
108221,1166
108221,1551
108221,1846
108221,3387886
108231,466
108231,676
108231,3346556
108231,3374881
108241,446
108241,806
108271,2026
108291,671
108331,3316071
108336,446
108336,806
108336,3315596
108361,26
108361,366
108361,821
108361,3323706
108361,3324166
108361,3366391
108361,3387706
108376,446
108376,806
108411,446
108411,806
108436,1066
108446,446
108446,806
108466,26
108466,366
108466,821
108466,1801
108481,81
108481,3314541
108481,3314546
108491,366
108491,991
108516,81
108516,3314541
108516,3314546
108541,1156
108541,1551
108541,1846
108541,2131
108541,3323666
108546,821
108566,26
108566,366
108566,821
108566,1801
108566,3366391
108606,26
108606,366
108606,821
108606,1801
108606,3366391
108666,81
108666,3314546
108691,81
108761,961
108761,2251
108771,671
108856,1051
108856,3321211
108856,3388386
108886,1831
109046,1166
109046,1846
109061,1166
109061,1551
109071,1166
109076,1166
109086,26
109086,341
109086,3315476
109086,3388311
109116,1076
109116,3321246
109116,3381191
109116,3387411
109226,446
109226,806
109241,1166
109266,1166
109266,1831
109281,446
109281,806
109291,446
109291,806
109306,446
109306,806
109321,1066
109321,1351
109321,1356
109321,3315121
109321,3315156
109321,3387341
109396,26
109396,1306
109396,1406
109396,1596
109396,2176
109431,446
109431,806
109436,756
109436,881
109441,756
109441,881
109456,446
109456,806
109551,81
109551,3317531
109551,3317536
109551,3321061
109551,3321066
109556,761
109556,771
109556,3378216
109566,81
109566,3314541
109566,3317536
109566,3321061
109586,81
109586,661
109586,3341006
109631,81
109631,3317536
109631,3319886
109631,3321061
109631,3321066
109676,1366
109676,2071
109676,2131
109676,3316116
109676,3323666
109686,81
109686,3317536
109686,3321061
109696,2131
109696,3316116
109696,3323666
109706,2131
109706,3316116
109706,3323666
109736,81
109736,3317536
109736,3319886
109736,3321061
109736,3321066
109776,26
109776,1306
109776,1406
109776,1596
109776,2176
109781,2071
109781,2131
109781,3316116
109801,1231
109801,3320021
109801,3386296
109806,1781
109806,3387211
109811,2131
109811,3316116
109811,3323666
109831,491
109831,1066
109831,1381
109831,3387786
109846,1781
109961,1781
109961,3387211
109986,636
109986,856
109986,936
109986,1626
109986,1741
109986,2096
109986,3374296
110086,1781
110121,1321
110121,3324201
110156,2251
110176,446
110176,806
110201,446
110201,806
110231,671
110261,446
110261,806
110376,446
110376,806
110401,366
110401,991
110401,3323706
110406,446
110406,806
110426,671
110426,3323706
110471,446
110471,806
110496,1746
110526,1066
110526,1341
110526,3321861
110526,3368586
110546,1156
110546,1466
110546,3320836
110546,3354291
110591,81
110591,3317536
110591,3319886
110591,3321061
110591,3347396
110611,446
110611,806
110626,636
110626,936
110626,1626
110626,1741
110626,3328841
110626,3357606
110641,1466
110641,3354291
110661,1466
110661,3354291
110681,1066
110681,1116
110701,1466
110701,3320836
110701,3354291
110706,1466
110706,3320836
110706,3354291
110711,1466
110711,3354291
110741,26
110741,1306
110741,1406
110741,2176
110751,446
110751,806
110776,1066
110801,821
110831,446
110831,806
110831,1066
110841,641
110841,3317936
110881,81
110881,3314546
110881,3321061
110881,3323151
110881,3347396
110881,3388296
110941,446
110941,806
110941,1066
110961,761
110961,771
110991,491
110991,3324681
110991,3369671
111001,446
111001,806
111001,1066
111006,1306
111026,961
111026,2086
111031,446
111031,806
111221,1781
111221,3387211
111321,1076
111321,3381191
111321,3388226
111341,1076
111341,3321246
111341,3381191
111341,3387411
111366,446
111366,806
111376,446
111376,806
111386,26
111386,366
111386,1801
111386,2026
111406,761
111406,771
111406,1106
111406,3371396
111406,3378216
111406,3378226
111406,3383171
111406,3387511
111406,3387516
111406,3388161
111421,446
111421,806
111461,1466
111461,3354291
111466,26
111466,1306
111466,1596
111466,2176
111471,1466
111471,3354291
111476,446
111476,806
111486,446
111486,806
111501,3317431
111516,636
111516,936
111516,1626
111516,1741
111516,3374296
111541,1551
111541,2131
111541,3323666
111736,636
111736,936
111736,1626
111736,1631
111736,3321111
111736,3357606
111736,3374296
111776,3320456
111941,81
111941,3317536
111941,3321061
111961,366
111976,26
111976,366
111976,1801
111976,2026
112036,81
112036,3314541
112036,3314546
112036,3321061
112036,3323151
112036,3347396
112151,366
112301,711
112301,3336366
112341,26
112341,1776
112341,3323186
112341,3387681
112346,1306
112346,1406
112346,1596
112346,2176
112346,3320636
112361,26
112361,1306
112381,3316366
112381,3323061
112381,3323866
112386,706
112386,2216
112396,576
112396,1231
112396,3358751
112396,3383711
112396,3386296
112431,656
112431,1156
112431,1166
112431,1551
112431,1846
112431,2131
112431,3316116
112431,3323666
112431,3387886
112496,2216
112566,636
112566,936
112566,3323671
112566,3374296
112596,1781
112616,1626
112616,1741
112616,3322276
112616,3357606
112621,961
112621,3314906
112691,706
112691,2216
112691,3314441
112761,1056
112761,1156
112776,26
112776,1306
112876,1466
112876,3354291
112901,1166
112901,1466
112901,3321131
112901,3354291
112921,1466
112921,3321131
112921,3354291
112971,3321061
112981,1466
112981,3354291
113006,1156
113006,1166
113006,1466
113006,1551
113006,3321131
113006,3354291
113006,3387886
113041,706
113041,2216
113041,3314441
113321,1351
113321,1356
113321,3315156
113356,331
113356,3321226
113431,656
113431,1156
113431,1551
113431,2131
113431,3387886
113496,26
113496,1306
113496,1596
113496,2176
113501,366
113511,366
113541,1076
113541,3388226
113556,1021
113561,1021
113576,1166
113586,1166
113591,1166
113616,3316071
113636,81
113636,3321061
113636,3347396
113641,3316071
113646,3316071
113686,3316071
113706,3316071
113716,1156
113716,1466
113716,3354291
113736,1971
113736,3315256
113781,446
113781,806
113821,1231
113821,3352861
113821,3386296
113861,26
113861,1306
113861,1406
113861,1596
113861,2176
113916,3316071
113936,636
113936,936
113936,1626
113946,3316071
113956,3316071
113971,3316071
113991,3316071
114001,1111
114001,3315476
114006,3316071
114011,1056
114011,1156
114016,491
114026,3316071
114031,3316071
114046,1231
114046,3383711
114046,3386296
114056,3316071
114081,1801
114081,2026
114091,3316071
114126,3316071
114156,3316071
114171,3316071
114181,3316071
114186,3316071
114241,1776
114241,3387681
114411,3316071
114646,1196
114646,1351
114646,1356
114646,3315121
114646,3333881
114856,3314541
114856,3321066
115086,1066
115086,1341
115086,3321861
115086,3368586
115186,961
115331,366
115331,3316051
115331,3323711
115421,81
115421,596
115421,3314546
115496,81
115496,3321061
115496,3321066
115606,711
115606,1566
115606,3336366
115611,446
115611,806
115611,1066
115611,3315596
115631,81
115631,3319886
115631,3321061
115631,3321066
115636,81
115636,3319886
115636,3321061
115636,3321066
115641,81
115641,3321061
115641,3321066
115651,81
115651,3314541
115651,3321061
115651,3321066
115661,81
115661,3314541
115661,3321061
115661,3321066
115666,81
115666,3314541
115666,3321061
115666,3321066
115676,81
115676,3321061
115676,3321066
115676,3347396
115676,3388336
115681,81
115681,3321061
115681,3321066
115691,81
115691,3319886
115691,3321061
115691,3321066
115696,81
115696,3321061
115696,3321066
115696,3347396
115696,3388336
115701,81
115701,3314541
115701,3321061
115701,3321066
115706,81
115706,3317536
115706,3321061
115706,3321066
115736,756
115736,881
115831,1616
115831,1621
115901,1781
115901,3387211
116001,1781
116031,1076
116031,3388226
116051,466
116051,676
116051,3346556
116051,3374881
116131,446
116131,806
116171,446
116171,806
116196,446
116196,806
116216,446
116216,806
116221,1626
116221,1741
116221,3374296
116236,881
116301,446
116301,806
116341,656
116341,2131
116341,3316116
116341,3323666
116361,2026
116396,3317431
116401,3320456
116416,2026
116426,1801
116426,2026
116426,3330381
116431,706
116431,2216
116431,3314441
116431,3322716
116531,366
116531,1801
116531,2026
116571,1056
116571,1156
116571,3387201
116581,366
116581,2026
116591,2026
116611,1801
116611,2026
116611,3386361
116636,656
116636,1156
116636,1166
116636,1551
116636,1846
116636,2131
116636,3316116
116636,3323666
116636,3387411
116636,3387886
116646,656
116646,1156
116646,1551
116646,2131
116646,3323666
116646,3387886
116656,366
116656,1801
116656,2026
116711,1801
116711,2026
116761,2131
116761,3323666
116771,26
116771,1306
116771,1406
116776,1776
116781,1156
116781,1166
116781,1551
116781,2131
116781,3323666
116796,1776
116806,2026
116816,2026
116821,366
116821,2026
116831,446
116831,806
116876,1776
116936,446
116936,806
116936,3315596
117001,576
117001,3317431
117001,3386296
117151,366
117151,2026
117181,81
117181,3317531
117181,3322621
117201,2026
117211,366
117211,2026
117216,366
117216,1801
117216,2026
117266,2026
117376,1746
117386,3314556
117386,3317531
117416,1616
117416,1621
117426,2171
117426,3323866
117426,3361646
117431,1746
117461,821
117466,1616
117471,821
117471,3320416
117481,821
117481,3320416
117491,26
117491,1306
117491,1406
117491,1596
117491,2176
117491,2201
117496,821
117496,3320416
117546,1156
117546,1166
117546,1466
117546,3354291
117551,1156
117551,1466
117551,3354291
117556,1156
117556,1466
117556,3354291
117561,1156
117561,1466
117561,3354291
117566,1166
117566,1466
117566,3354291
117606,1156
117606,1166
117606,1466
117606,3314721
117606,3354291
117606,3387886
117616,1466
117616,3354291
117781,446
117781,806
117966,26
117966,1306
117966,1406
117966,1596
117966,2176
118091,81
118091,3314541
118091,3314546
118091,3321061
118091,3321071
118141,3321061
118186,1551
118186,2131
118186,3323666
118186,3387886
118196,1741
118196,2096
118196,3323671
118196,3374296
118236,656
118236,1166
118236,1551
118236,2131
118236,3323666
118246,2101
118306,2101
118321,1741
118321,2096
118321,3374296
118336,2216
118341,656
118341,1156
118341,1166
118341,1551
118341,2131
118341,3323666
118341,3387886
118376,1631
118376,2096
118376,3322276
118376,3374296
118381,81
118381,3314546
118381,3321061
