entity_id,uid
14471,2186
14486,1066
14486,2186
14501,26
14501,366
14501,821
14501,2136
14501,3366391
14511,26
14511,1306
14511,1406
14561,26
14561,1306
14561,1406
14706,3318136
14776,721
14776,3358751
14811,1251
14841,26
14841,366
14891,16
14891,576
14891,1246
14891,1251
14891,3357796
14921,3321246
14921,3323656
14926,1406
14946,366
14946,1406
14946,3321246
14946,3323656
14991,1406
14991,1596
14991,2176
14991,3320636
15016,16
15016,871
15016,3320636
15046,16
15046,871
15046,3320636
15066,791
15066,1376
15066,3315476
15066,3316421
15066,3335636
15066,3349956
15086,1631
15086,1741
15086,2206
15086,3374296
15111,16
15111,1246
15111,1251
15111,3357796
15176,26
15176,366
15176,3366391
15201,1626
15201,2096
15201,3374296
15216,1251
15236,1626
15236,2096
15246,1626
15246,2096
15246,3374296
15286,1261
15286,2061
15286,3320911
15286,3320931
15286,3322001
15286,3323866
15286,3339241
15291,1626
15291,2096
15291,3374296
15296,336
15296,1081
15296,3321246
15296,3387366
15296,3388241
15326,1246
15326,1251
15326,2116
15326,3319861
15326,3357796
15346,26
15346,366
15346,3366391
15351,16
15351,576
15351,1246
15351,1251
15351,2141
15351,3317431
15351,3357796
15431,16
15431,1246
15431,1251
15431,2116
15451,1376
15451,2121
15451,3349956
15551,1261
15551,2061
15551,3322001
15551,3323866
15591,1036
15591,1281
15591,2161
15591,3314541
15596,1036
15596,2161
15596,3314541
15656,26
15656,1306
15656,1406
15656,1596
15656,2176
15691,16
15691,2171
15691,3323866
15776,976
15776,1526
15776,3339606
15876,1821
15876,2091
15876,3323866
15916,366
15916,3323711
15956,16
15956,1246
15956,1251
15956,3316421
15956,3317431
15971,16
15971,871
15971,3316421
15971,3320636
15986,846
15986,1781
15991,16
15991,26
15991,1066
15991,1231
15991,3320636
15991,3386296
16011,26
16011,366
16011,821
16046,3323866
16141,2091
16141,3323866
16246,1746
16336,26
16336,671
16391,1306
16391,1406
16391,1596
16391,2176
16391,3320636
16451,781
16451,1756
16511,781
16511,3326261
16516,781
16516,1756
16516,3326261
16521,781
16521,1756
16521,3326261
16526,781
16526,1756
16681,2091
16681,3323866
16811,476
16811,1146
16811,3317431
16811,3386296
16866,16
16866,1231
16866,2116
16866,3386296
16876,476
16876,3317431
16876,3386296
16891,846
16891,1781
16901,476
16901,3317431
16901,3386296
16931,1756
16951,781
16951,1756
16951,3326261
16961,476
16961,3317431
16961,3358751
16961,3386296
16991,781
16991,1756
16991,3326261
16996,781
16996,3326261
17071,366
17121,366
17121,1801
17176,26
17176,1306
17176,1406
17176,2176
17176,3320636
17271,26
17271,671
17336,781
17386,1
17386,1021
17386,1036
17386,1281
17386,1866
17386,2161
17386,2296
17386,3324451
17411,781
17411,1756
17411,3320636
17411,3326261
17456,26
17461,16
17461,1231
17461,2116
17461,2141
17461,3386296
17471,366
17471,3323711
17541,366
17691,781
17691,1756
17696,26
17696,781
17701,781
17701,1756
17701,3320636
17701,3326261
17706,781
17706,3320636
17706,3326261
17801,781
17801,1756
17921,16
17921,1231
17921,3386296
17966,26
17966,341
17966,2196
17966,3354631
17991,16
17991,1231
17991,2116
17991,3386296
18016,16
18016,341
18016,2196
18056,366
18076,16
18076,1231
18076,2116
18076,3386296
18081,16
18081,1231
18081,2116
18081,3386296
18096,16
18096,1231
18096,2116
18096,3386296
18106,16
18106,1231
18106,2116
18106,3386296
18111,16
18111,1231
18111,2116
18111,3386296
18126,16
18126,1231
18126,2116
18126,3386296
18131,16
18131,1231
18131,2116
18131,3386296
18166,26
18166,1801
18166,2026
18206,1336
18206,3323866
18231,3318136
18241,16
18241,1306
18306,336
18306,3353221
18306,3387366
18306,3387991
18311,1336
18321,1306
18321,1596
18321,2176
18341,26
18341,3314911
18341,3323746
18341,3353221
18341,3387991
18346,336
18346,3314911
18346,3323746
18346,3353221
18361,336
18361,3314911
18361,3323746
18361,3353221
18381,1066
18381,2101
18386,26
18446,16
18446,1156
18446,1331
18446,3321316
18446,3387191
18451,2176
18481,26
18481,1801
18481,2026
18481,3366391
18541,1066
18541,2101
18556,16
18556,26
18556,366
18556,3323706
18566,1066
18566,2101
18601,1306
18601,1596
18601,2176
18641,16
18641,1231
18641,2116
18641,2141
18641,3386296
18686,1066
18756,16
18766,1066
18766,2101
18826,331
18826,2271
18846,1066
18846,2101
18921,1781
18981,1066
18981,2101
18986,16
18986,1231
18986,2116
18986,3386296
18991,1306
18991,1406
18991,1596
18991,2176
19026,1066
19026,2101
19036,26
19036,1306
19036,1406
19036,1596
19036,2176
19046,16
19046,1231
19046,2116
19046,3386296
19066,1021
19066,1036
19066,1281
19066,3320036
19066,3348396
19066,3350011
19066,3387781
19071,26
19071,1306
19071,1406
19071,1596
19071,2176
19076,26
19076,471
19076,1306
19076,1406
19076,1596
19076,2176
19081,3318136
19086,1066
19091,26
19091,761
19091,1306
19091,1406
19091,1596
19091,2176
19096,26
19096,1306
19096,1406
19096,1596
19096,2176
19106,26
19106,1306
19106,1406
19106,1596
19106,2176
19126,26
19126,1801
19126,2026
19141,26
19141,1306
19141,1406
19141,1596
19141,2176
19161,26
19161,1306
19161,1406
19161,1596
19161,2176
19261,16
19261,26
19261,691
19261,821
19261,3366391
19266,16
19266,1231
19266,2116
19266,3386296
19286,761
19286,771
19296,761
19296,771
19301,781
19301,1756
19311,26
19311,366
19311,691
19311,821
19311,3366391
19346,26
19346,1406
19346,1596
19346,2176
19376,1221
19376,1726
19376,3321211
19381,781
19381,1756
19381,3386296
19386,26
19386,1406
19386,1596
19386,2176
19411,366
19411,1801
19416,781
19416,3386296
19426,26
19426,1306
19426,1406
19426,1596
19426,2176
19431,26
19431,1306
19431,1596
19431,2176
19436,1741
19436,2096
19436,3322276
19436,3374296
19441,781
19441,1756
19451,1081
19481,781
19571,781
19571,1756
19571,3320636
19571,3326261
19581,636
19581,781
19581,3320636
19581,3326261
19671,2091
19671,3323866
19681,336
19681,3387366
19681,3387991
19716,366
19716,1801
19821,26
19821,341
19821,2196
19821,3315476
19821,3316421
19821,3323661
19821,3354631
19841,2091
19841,3323866
19846,26
19846,341
19846,2196
19846,3315476
19851,1176
19851,1501
19851,3323866
19891,16
19891,26
19891,341
19891,1631
19891,2196
19891,3316421
19891,3323661
19891,3354631
19921,16
19951,2186
20011,16
20011,341
20011,2196
20011,3321846
20011,3323661
20071,341
20071,2196
20071,3316421
20071,3323661
20086,16
20086,341
20086,2196
20086,3316421
20171,2281
20171,3323866
20266,341
20266,2196
20266,3316421
20281,341
20281,2196
20281,3316421
20326,341
20326,2196
20331,16
20331,1231
20331,2116
20331,3386296
20341,26
20341,341
20341,1631
20341,2196
20371,26
20371,1306
20371,1406
20371,1596
20371,2176
20386,26
20386,1306
20386,1406
20386,1596
20386,2176
20391,26
20391,1306
20391,1406
20391,1596
20391,2176
20396,26
20396,336
20396,1306
20396,1406
20396,2176
20396,3321246
20441,96
20441,341
20441,2196
20441,3316421
20481,1176
20481,1501
20481,3323866
20481,3361286
20501,26
20501,341
20501,2196
20501,3315476
20501,3316421
20526,781
20526,1756
20526,3320636
20526,3326261
20546,341
20546,2196
20546,3316421
20566,26
20566,341
20566,2196
20566,3316421
20566,3323661
20576,341
20576,2196
20591,341
20591,2196
20591,3316421
20591,3323666
20646,26
20646,341
20646,2196
20646,3323661
20786,26
20786,341
20786,2196
20786,3315476
20836,966
20836,1176
20836,1501
20836,3323866
20836,3388126
20866,341
20866,2196
20896,966
20896,1176
20896,1501
20896,3323866
20896,3361286
20906,16
20906,26
20906,341
20906,2196
20906,3354631
20916,791
20916,1011
20916,1376
20916,3317196
20916,3335636
20916,3349956
20921,26
20921,341
20921,1631
20921,2196
20921,3323661
20921,3387201
20921,3388311
20926,1081
20951,966
20951,1176
20951,1501
20951,3323866
20951,3388126
21051,1
21051,836
21051,3325561
21051,3328721
21051,3337921
21061,966
21061,1176
21061,1501
21061,3323866
21066,966
21066,1176
21066,1501
21066,3323866
21066,3388126
21071,16
21071,871
21071,3316421
21071,3320636
21081,1176
21081,1501
21081,3323866
21091,16
21091,1066
21121,966
21121,1176
21121,1501
21121,3323866
21191,26
21191,341
21191,2196
21191,3315476
21236,26
21236,2196
21251,341
21251,2196
21251,3316421
21266,366
21266,1801
21266,2026
21326,1176
21326,1516
21326,3323866
21336,16
21336,1231
21336,3386296
21371,16
21371,1231
21371,2116
21371,3386296
21471,1176
21471,1516
21471,3323866
21501,511
21501,526
21501,3321246
21501,3339276
21501,3374936
21501,3381191
21501,3388226
21516,1176
21516,1516
21516,3323866
21576,671
21581,3381191
21636,81
21636,661
21636,3314546
21636,3341006
21656,671
21671,16
21671,1231
21671,2116
21671,3386296
21881,26
21881,1306
21881,1406
21896,16
21896,1146
21896,1231
21896,2141
21896,3314766
21896,3386296
21921,26
21921,471
21921,1306
21921,1406
21921,2176
21956,26
21956,1406
21956,2201
21956,3320636
22166,16
22166,1231
22166,3383711
22166,3386296
22201,3381191
22201,3388226
22256,1076
22256,3321246
22256,3322161
22256,3381191
22256,3388226
22261,16
22261,871
22261,1066
22261,1456
22311,16
22311,871
22311,1066
22341,1081
22371,16
22371,1231
22371,2116
22371,3316421
22371,3386296
22386,16
22386,1231
22386,3386296
22401,16
22401,1231
22401,2141
22401,3386296
22421,341
22421,1741
22421,2196
22456,341
22456,2196
22476,26
22476,2196
22476,3316421
22476,3323661
22481,641
22481,1066
22481,3317936
22481,3387306
22491,341
22491,2196
22491,3316421
22521,471
22521,1306
22521,2176
22541,16
22541,1231
22541,2141
22541,3386296
22591,1306
22591,1406
22591,3320636
22596,26
22596,821
22596,3366391
22631,1406
22631,3320636
22636,16
22636,1231
22636,2116
22636,3386296
22656,1406
22656,3320636
22661,1406
22661,3320636
22696,131
22701,26
22701,1406
22701,3320636
22746,26
22746,1306
22746,1406
22746,3386771
22751,641
22766,3314891
22771,26
22771,1306
22771,1406
22771,2201
22791,16
22791,871
22811,1066
22816,871
22816,3316421
22831,341
22831,2196
22851,26
22851,1306
22851,1406
22851,1596
22851,2176
22901,16
22901,341
22901,2196
22921,26
22921,341
22921,2196
22921,3323661
22966,1306
22966,1406
22966,1596
22966,2176
23001,1081
23001,3314491
23026,3323866
23031,3323866
23041,626
23041,736
23041,1591
23041,3322076
23046,26
23046,626
23046,736
23046,1591
23046,3322076
23046,3387886
23056,16
23056,491
23056,1231
23056,3317191
23056,3386296
23061,16
23061,1231
23061,3386296
23066,536
23066,3318136
23086,2151
23151,1541
23151,3323866
23171,366
23221,666
23221,741
23256,16
23256,2131
23256,2211
23256,3323666
23256,3387411
23306,656
23306,1156
23306,1551
23306,2131
23306,3323666
23306,3387411
23311,26
23311,1306
23311,1406
23311,1596
23311,2176
23326,366
23361,366
23366,16
23366,1231
23366,2116
23366,3386296
23491,3323866
23531,641
23531,1066
23531,3315306
23531,3317936
23531,3387306
23556,1261
23556,3339241
23566,1261
23566,3339241
23581,641
23581,1066
23581,3315306
23616,16
23616,26
23616,366
23616,3323706
23616,3323711
23626,1036
23626,3328611
23626,3387781
23646,1261
23646,2061
23646,3323866
23646,3339241
23651,16
23651,26
23651,366
23671,366
23671,696
23671,1801
23671,2026
23676,1036
23676,2161
23676,3324451
23676,3348396
23741,366
23741,696
23741,2026
23751,1261
23751,2061
23751,3320901
23751,3320906
23751,3339241
23781,1036
23781,2161
23796,16
23796,26
23796,101
23796,1376
23796,3314726
23796,3315476
23796,3316206
23796,3316421
23796,3335636
23796,3349956
23811,81
23811,1036
23811,1281
23811,2161
23811,3314541
23821,366
23821,696
23821,2026
23861,1066
23871,366
23886,26
23886,366
23886,1156
23886,1551
23886,1946
23996,1261
23996,3339241
24006,366
24076,1246
24076,1251
24076,3316421
24076,3317431
24076,3357796
24136,446
24136,806
24136,3315596
24171,366
24186,1081
24186,3314491
24196,1781
24196,3387211
24201,1781
24201,3387211
24206,1781
24216,366
24216,696
24216,2026
24221,366
24221,696
24221,2026
24226,366
24226,696
24226,2026
24231,366
24231,696
24231,2026
24236,366
24236,696
24236,2026
24241,366
24241,696
24241,2026
24246,366
24246,696
24246,2026
24256,366
24256,696
24256,2026
24316,706
24316,2146
24316,2216
24316,3314441
24316,3323701
24316,3387611
24356,366
24356,696
24356,2026
24366,26
24366,366
24366,3323711
24366,3329156
24371,1081
24371,3314491
24381,2146
24381,2216
24381,3314441
24381,3323696
24391,1036
24396,641
24396,3314561
24396,3317936
24401,2146
24401,2216
24401,3314441
24401,3323696
24446,1081
24451,1036
24451,1686
24511,1081
24511,3314491
24511,3323401
24531,2146
24531,2216
24531,3314441
24531,3323696
24541,706
24541,3388456
24566,366
24576,641
24601,641
24601,3317936
24641,1176
24641,1501
24641,3323866
24651,706
24651,2146
24651,2216
24651,3314441
24671,2146
24671,2216
24671,3314441
24671,3388456
24701,2146
24701,2216
24701,3314441
24701,3323696
24701,3323701
24706,576
24706,1246
24706,1251
24706,2116
24706,3319866
24716,1036
24756,1036
24756,1281
24781,2146
24781,2216
24781,3314441
24796,2146
24796,2216
24796,3314441
24796,3323696
24796,3323701
24806,706
24806,2146
24806,2216
24876,2186
24931,626
24931,736
24931,1591
24931,3322076
24931,3387131
24941,1421
24941,2171
24941,3316366
24941,3323866
25011,2171
25011,3316366
25011,3323866
25106,1251
25106,2141
25201,846
25201,1781
25246,666
25246,741
25246,3387986
25336,846
25336,1781
25346,736
25346,1591
25346,3322076
25346,3323766
25346,3387131
25426,16
25426,1306
25426,2176
25431,1781
25441,846
25441,1781
25461,846
25461,1781
25491,846
25491,1781
25626,26
25626,366
25721,1246
25721,1251
25766,16
25766,1251
25766,3317431
25796,2281
25801,16
25801,1251
25801,3316421
25801,3317431
25856,2186
25931,1066
25931,2101
25931,2186
25966,1066
25966,2131
26001,1066
26001,2101
26001,2186
26036,1306
26056,1066
26056,2101
26056,2186
26056,3323881
26066,871
26066,1066
26066,3320636
26076,1306
26076,3314546
26086,2171
26086,3323866
26091,871
26091,1066
26101,16
26101,341
26101,2196
26106,1066
26111,2101
26111,2186
26121,1066
26171,2101
26171,2186
26256,331
26256,341
26256,1346
26256,2176
26266,1351
26266,2101
26281,2101
26391,846
26391,1781
26396,331
26396,1346
26396,3320636
26401,846
26401,1781
26401,3387211
26431,846
26431,1781
26441,2281
26441,3323866
26446,846
26446,1781
26456,846
26456,1781
26456,3387211
26496,2281
26496,3323866
26501,846
26501,1781
26506,1496
26506,2091
26506,3323866
26506,3361236
26516,1781
26531,1781
26541,846
26541,1781
26546,846
26546,1781
26656,341
26656,2196
26696,331
26696,1346
26696,3388411
26706,16
26706,341
26706,2196
26716,1066
26721,341
26721,2196
26741,1
26741,336
26741,771
26741,3314891
26741,3321246
26751,1251
26751,3319866
26751,3357796
26776,806
26791,1066
26796,1066
26796,2186
26836,341
26836,2196
26866,26
26866,341
26866,1626
26866,2196
26866,3315476
26866,3323661
26871,1066
26871,2186
26891,1066
26946,1261
26946,2061
26981,1261
26981,2061
26981,3323866
26981,3339241
26986,1261
26986,2061
26986,3320931
26986,3339241
26996,1066
26996,2186
27001,1066
27011,1261
27011,2061
27011,3320901
27011,3339241
27016,1251
27016,3388251
27021,1261
27021,2061
27021,3320901
27021,3323866
27021,3339241
27051,1066
27056,1066
27056,2186
27066,1066
27066,2186
27076,1261
27076,2061
27076,3339241
27096,1261
27096,2061
27096,3320901
27096,3339241
27116,1261
27116,2061
27116,3320901
27116,3339241
27181,751
27181,3315501
27181,3316421
27181,3323866
27181,3323941
27181,3324741
27181,3351326
27191,26
27191,1496
27191,2091
27191,3323866
27191,3361236
27191,3385446
27201,751
27201,3315501
27201,3323866
27201,3323941
27231,1066
27251,1066
27256,751
27256,3315501
27256,3323866
27256,3323941
27276,1066
27306,1066
27306,2186
27326,1066
27326,2186
27331,1066
27336,2121
27351,1066
27351,2186
27366,26
27366,1306
27366,1406
27366,1596
27366,2176
27366,3320636
27386,1066
27386,2186
27391,26
27391,1406
27391,1596
27391,2176
27396,1066
27406,1066
27481,16
27481,1251
27481,2116
27481,3388251
27516,336
27516,3374881
27551,16
27551,1251
27561,3374881
27566,706
27566,2146
27566,2216
27566,3314441
27566,3388456
27606,16
27606,1251
27606,2141
27611,446
27611,806
27611,3315596
27621,446
27621,806
27631,781
27631,1756
27631,3320636
27631,3326261
27636,1496
27636,2091
27636,3323866
27636,3361236
27641,1496
27641,2091
27641,3323866
27641,3361236
27646,16
27646,1251
27646,2116
27646,3316421
27646,3388251
27651,1066
27651,2186
27656,1066
27671,1066
27671,2186
27751,1496
27751,3323866
27751,3361236
27751,3385446
27806,16
27806,576
27806,1251
27806,2141
27896,1066
27921,1066
27956,366
27956,1801
27956,2026
28001,3387391
28011,2281
28011,3323866
28011,3387911
28016,16
28016,26
28016,341
28016,2196
28031,641
28031,1066
28031,3315306
28031,3387306
28036,1066
28061,366
28091,1206
28091,1216
28091,3320636
28096,536
28096,3318136
28116,1376
28121,1066
28126,446
28126,806
28196,1216
28196,2186
28216,446
28216,806
28221,366
28221,3366391
28236,1746
28261,16
28261,101
28261,1326
28261,3315476
28301,16
28301,101
28301,1326
28331,3315476
28341,366
28341,2026
28391,3315476
28396,3315476
28401,16
28401,576
28401,1251
28401,2116
28421,1496
28421,2091
28421,3323866
28421,3361236
28421,3385446
28431,26
28431,341
28431,2196
28431,3354631
28431,3388311
28441,1066
28461,1261
28461,2061
28461,3320931
28461,3322001
28461,3323606
28461,3323866
28461,3339241
28471,1156
28471,1166
28471,2131
28491,16
28491,576
28491,1251
28491,2116
28501,1066
28501,3388311
28516,706
28516,2146
28516,3314441
28526,16
28526,576
28526,1251
28526,2116
28526,3388251
28561,641
28561,3315306
28561,3323881
28566,706
28566,2146
28566,3314441
28586,1801
28586,2026
28601,761
28601,771
28601,3378226
28601,3383176
28601,3387511
28621,26
28621,2196
28631,1801
28656,341
28656,2196
28706,331
28706,2271
28731,26
28731,366
28731,821
28731,3366391
28736,1036
28736,1281
28736,2126
28736,3320036
28736,3348396
28736,3350011
28736,3387781
28741,2216
28741,3314441
28741,3323696
28741,3323701
28751,1261
28751,2061
28751,3320901
28801,1306
28801,1406
28801,1596
28801,2176
28836,641
28836,3315306
28841,1081
28841,3314491
28841,3323401
28861,16
28861,2146
28861,2216
28861,3314441
28871,1251
28871,3319866
28871,3357796
28901,706
28901,2146
28901,2216
28901,2226
28901,3314441
28901,3387596
28901,3388456
28916,816
28916,3321226
28941,816
28941,3321226
28951,366
28951,3320636
28956,1251
28956,3357796
28986,2146
28986,2216
28986,3314441
28991,2216
29006,1251
29006,3357796
29031,446
29031,806
29091,331
29106,3315476
29121,761
29121,771
29121,3371396
29121,3383171
29146,1081
29176,1161
29196,1246
29196,1251
29196,2141
29196,3319866
29201,491
29201,1066
29211,1161
29216,491
29216,3322656
29221,366
29221,821
29231,491
29241,16
29241,26
29241,1251
29241,2141
29251,1161
29276,3315476
29286,16
29286,491
29286,3320636
29296,781
29306,781
29326,16
29326,576
29326,1251
29326,2141
29341,781
29341,1756
29341,3320636
29341,3326261
29431,16
29431,576
29431,1251
29431,2141
29451,2171
29451,3316366
29451,3323866
29461,2146
29461,2216
29461,3314441
29481,16
29481,1231
29481,3386296
29501,16
29501,576
29501,1251
29501,2116
29501,2141
29571,491
29581,2166
29601,16
29601,576
29601,1251
29601,2141
29616,1746
29621,446
29621,806
29651,446
29651,806
29691,16
29691,576
29691,1251
29691,2141
29696,2166
29706,816
29706,3321226
29711,2166
29716,816
29716,3321226
29721,816
29721,3321226
29866,486
29866,951
29866,2091
29866,3323866
29866,3387701
29886,2216
29886,3314441
29886,3388456
29896,366
29896,2076
29911,16
29911,26
29911,341
29911,2196
29911,3323661
29911,3354631
29911,3388311
29956,2146
29956,2216
29956,3314441
29956,3323696
29956,3323701
29981,706
29981,2216
29981,3314441
30006,331
30066,761
30066,771
30146,336
30146,761
30146,771
30146,1106
30146,3378226
30146,3383171
30146,3387516
30146,3388241
30176,706
30176,2216
30176,3314441
30176,3315476
30176,3353626
30176,3388456
30191,16
30191,1251
30191,2141
30246,16
30246,576
30246,1066
30246,1251
30246,2116
30366,16
30366,576
30366,1251
30366,2116
30401,2121
30406,16
30406,1066
30406,1251
30406,2116
30406,2141
30406,3319861
30406,3388251
30411,776
30411,1156
30411,1591
30411,3322076
30411,3323246
30411,3323766
30411,3387131
30436,706
30436,1711
30436,2216
30436,3314441
30446,16
30446,576
30446,1251
30446,2116
30486,336
30486,656
30486,1156
30486,2131
30486,3323666
30566,1156
30566,2131
30566,2211
30566,3323666
30571,2166
30591,2121
30591,3349956
30596,2131
30596,2211
30596,3316116
30596,3323666
30621,641
30621,3315306
30646,16
30646,1251
30646,2116
30651,641
30651,3315306
30656,366
30656,671
30656,2076
30671,641
30671,1066
30671,3315306
30681,641
30681,3315306
30701,26
30701,1306
30701,1406
30701,1596
30701,2086
30701,2176
30711,2131
30711,2211
30711,3316116
30711,3323666
30731,706
30731,2146
30731,2216
30731,3314441
30741,656
30741,1156
30741,2131
30741,2211
30741,3316116
30741,3323666
30766,416
30766,1111
30766,1376
30766,3314726
30766,3315476
30766,3316206
30766,3316421
30766,3340531
30776,2146
30776,2216
30776,3314441
30781,706
30781,2216
30781,3314441
30796,16
30796,1246
30796,1251
30796,2141
30796,3319861
30796,3357796
30811,706
30811,2146
30811,3314441
30811,3388456
30826,446
30826,806
30866,2146
30866,2216
30886,1251
30886,2116
30886,2141
30891,16
30891,1251
30891,2116
30896,2166
30896,3314891
30896,3321246
30906,461
30906,781
30906,1756
30906,3320636
30906,3326261
30916,461
30916,781
30916,1756
30916,3320636
30916,3326261
30931,16
30931,1251
30931,2141
30941,461
30941,781
30941,1756
30956,461
30956,781
30956,1756
30966,706
30966,2146
30966,2216
30966,3314441
30966,3388456
30971,16
30971,576
30971,1251
30971,2116
30991,806
31006,2131
31006,2211
31006,3323666
31016,2216
31016,3314441
31016,3323696
